 TIME                    	Twb                      	Tcw                      	Tchw                     	Twind                    	Td                       	Gcw                      	Gchw                     	Qfuhe                    	PUE                      	
 8310.83    -8.08    16.18    16.96    26.94    13.11     1.00     0.30    98.63     1.20
 8311.00    -8.11    16.16    16.93    26.87    13.07     1.00     0.30    98.06     1.20
 8311.17    -8.13    16.13    16.91    26.80    13.01     1.00     0.30    97.42     1.20
 8311.33    -8.13    16.12    16.89    26.70    12.93     1.00     0.30    96.70     1.21
 8311.50    -8.11    16.10    16.87    26.61    12.84     1.00     0.30    95.93     1.21
 8311.67    -8.09    16.09    16.85    26.52    12.74     1.00     0.30    95.11     1.21
 8311.83    -8.07    16.08    16.83    26.44    12.64     1.00     0.30    94.26     1.21
 8312.00    -8.05    16.08    16.82    26.35    12.53     1.00     0.30    93.39     1.21
 8312.17    -8.04    16.07    16.81    26.26    12.43     1.00     0.30    92.52     1.21
 8312.33    -8.05    16.07    16.80    26.16    12.32     1.00     0.30    91.64     1.22
 8312.50    -8.05    16.06    16.78    26.07    12.21     1.00     0.30    90.78     1.22
 8312.67    -8.05    16.05    16.77    25.98    12.11     1.00     0.30    89.93     1.22
 8312.83    -8.04    16.04    16.76    25.89    12.00     1.00     0.30    89.11     1.22
 8313.00    -8.01    16.04    16.74    25.81    11.90     1.00     0.30    88.32     1.22
 8313.17    -7.96    16.04    16.74    25.73    11.80     1.00     0.30    87.57     1.23
 8313.33    -7.84    16.04    16.74    25.66    11.71     1.00     0.30    86.86     1.23
 8313.50    -7.67    16.06    16.75    25.61    11.60     1.00     0.30    86.20     1.23
 8313.67    -7.48    16.10    16.78    25.57    11.51     1.00     0.30    85.58     1.23
 8313.83    -7.28    16.15    16.83    25.58    11.43     1.00     0.30    85.00     1.23
 8314.00    -7.10    16.20    16.88    25.58    11.36     1.00     0.30    84.48     1.24
 8314.17    -6.97    16.26    16.93    25.59    11.30     1.00     0.30    83.99     1.24
 8314.33    -6.89    16.31    16.98    25.57    11.24     1.00     0.30    83.55     1.24
 8314.50    -6.82    16.36    17.02    25.57    11.18     1.00     0.30    83.15     1.24
 8314.67    -6.75    16.40    17.06    25.57    11.13     1.00     0.30    82.79     1.24
 8314.83    -6.66    16.43    17.09    25.58    11.08     1.00     0.30    82.46     1.24
 8315.00    -6.52    16.47    17.13    25.59    11.04     1.00     0.30    82.17     1.24
 8315.17    -6.36    16.52    17.18    25.61    11.00     1.00     0.30    81.91     1.24
 8315.33    -6.19    16.58    17.23    25.63    10.97     1.00     0.30    81.68     1.24
 8315.50    -6.01    16.64    17.29    25.67    10.94     1.00     0.30    81.48     1.24
 8315.67    -5.83    16.71    17.36    25.72    10.91     1.00     0.30    81.30     1.24
 8315.83    -5.65    16.78    17.43    25.77    10.88     1.00     0.30    81.14     1.24
 8316.00    -5.48    16.86    17.50    25.83    10.86     1.00     0.30    81.00     1.25
 8316.17    -5.29    16.93    17.58    25.89    10.84     1.00     0.30    80.88     1.25
 8316.33    -5.06    17.01    17.66    25.96    10.82     1.00     0.30    80.77     1.25
 8316.50    -4.83    17.10    17.75    26.04    10.81     1.00     0.30    80.68     1.25
 8316.67    -4.61    17.19    17.83    26.11    10.79     1.00     0.30    80.59     1.25
 8316.83    -4.39    17.28    17.92    26.20    10.78     1.00     0.30    80.52     1.25
 8317.00    -4.18    17.37    18.01    26.28    10.77     1.00     0.30    80.46     1.25
 8317.17    -3.98    17.46    18.11    26.37    10.78     1.00     0.30    80.41     1.25
 8317.33    -3.82    17.55    18.19    26.45    10.77     1.00     0.30    80.36     1.25
 8317.50    -3.41    17.65    18.29    26.54    10.76     1.00     0.30    80.32     1.25
 8317.67    -3.28    17.75    18.39    26.64    10.76     1.00     0.30    80.28     1.25
 8317.83    -3.18    17.83    18.47    26.72    10.76     1.00     0.30    80.25     1.25
 8318.00    -3.08    17.90    18.55    26.80    10.76     1.00     0.30    80.22     1.25
 8318.17    -2.99    17.97    18.61    26.86    10.76     1.00     0.30    80.20     1.25
 8318.33    -2.92    18.03    18.67    26.92    10.76     1.00     0.30    80.18     1.25
 8318.50    -2.87    18.07    18.71    26.97    10.76     1.00     0.30    80.16     1.25
 8318.67    -2.84    18.11    18.75    27.01    10.76     1.00     0.30    80.15     1.25
 8318.83    -2.84    18.14    18.78    27.04    10.76     1.00     0.30    80.13     1.25
 8319.00    -2.84    18.16    18.81    27.07    10.77     1.00     0.30    80.12     1.25
 8319.17    -2.86    18.18    18.82    27.08    10.77     1.00     0.30    80.11     1.25
 8319.33    -2.90    18.18    18.83    27.09    10.77     1.00     0.30    80.10     1.25
 8319.50    -2.96    18.18    18.82    27.09    10.77     1.00     0.30    80.09     1.25
 8319.67    -3.03    18.17    18.82    27.09    10.78     1.00     0.30    80.09     1.25
 8319.83    -3.12    18.16    18.80    27.07    10.78     1.00     0.30    80.08     1.25
 8320.00    -3.22    18.13    18.78    27.05    10.78     1.00     0.30    80.07     1.25
 8320.17    -3.35    18.10    18.75    27.02    10.79     1.00     0.30    80.07     1.25
 8320.33    -3.51    18.06    18.70    26.99    10.79     1.00     0.30    80.07     1.25
 8320.50    -3.71    18.01    18.65    26.94    10.79     1.00     0.30    80.06     1.25
 8320.67    -4.21    17.93    18.57    26.86    10.78     1.00     0.30    80.06     1.25
 8320.83    -4.40    17.84    18.48    26.77    10.79     1.00     0.30    80.06     1.25
 8321.00    -4.53    17.75    18.40    26.69    10.81     1.00     0.30    80.06     1.25
 8321.17    -4.61    17.68    18.32    26.62    10.81     1.00     0.30    80.05     1.25
 8321.33    -4.68    17.62    18.26    26.55    10.81     1.00     0.30    80.05     1.25
 8321.50    -4.76    17.57    18.21    26.50    10.80     1.00     0.30    80.05     1.25
 8321.67    -4.83    17.52    18.17    26.45    10.80     1.00     0.30    80.05     1.25
 8321.83    -4.90    17.48    18.13    26.41    10.80     1.00     0.30    80.05     1.25
 8322.00    -4.97    17.45    18.09    26.37    10.79     1.00     0.30    80.05     1.25
 8322.17    -5.02    17.41    18.06    26.33    10.79     1.00     0.30    80.05     1.25
 8322.33    -5.06    17.39    18.03    26.30    10.79     1.00     0.30    80.05     1.25
 8322.50    -5.09    17.36    18.00    26.27    10.79     1.00     0.30    80.05     1.25
 8322.67    -5.12    17.34    17.98    26.25    10.79     1.00     0.30    80.05     1.25
 8322.83    -5.15    17.32    17.96    26.23    10.79     1.00     0.30    80.05     1.25
 8323.00    -5.18    17.30    17.94    26.21    10.79     1.00     0.30    80.06     1.25
 8323.17    -5.21    17.28    17.92    26.19    10.79     1.00     0.30    80.06     1.25
 8323.33    -5.24    17.26    17.91    26.17    10.79     1.00     0.30    80.06     1.25
 8323.50    -5.28    17.25    17.89    26.16    10.79     1.00     0.30    80.06     1.25
 8323.67    -5.32    17.23    17.87    26.14    10.79     1.00     0.30    80.07     1.25
 8323.83    -5.36    17.21    17.85    26.12    10.79     1.00     0.30    80.07     1.25
 8324.00    -5.40    17.19    17.83    26.10    10.79     1.00     0.30    80.07     1.25
 8324.17    -5.44    17.17    17.81    26.08    10.79     1.00     0.30    80.08     1.25
 8324.33    -5.47    17.15    17.80    26.06    10.79     1.00     0.30    80.09     1.25
 8324.50    -5.50    17.13    17.78    26.05    10.79     1.00     0.30    80.09     1.25
 8324.67    -5.54    17.12    17.76    26.03    10.79     1.00     0.30    80.10     1.25
 8324.83    -5.57    17.10    17.74    26.01    10.79     1.00     0.30    80.11     1.25
 8325.00    -5.60    17.08    17.73    26.00    10.79     1.00     0.30    80.12     1.25
 8325.17    -5.66    17.07    17.71    25.98    10.79     1.00     0.30    80.13     1.25
 8325.33    -5.72    17.05    17.69    25.96    10.80     1.00     0.30    80.15     1.25
 8325.50    -5.80    17.02    17.67    25.94    10.80     1.00     0.30    80.16     1.25
 8325.67    -5.87    17.00    17.64    25.92    10.80     1.00     0.30    80.18     1.25
 8325.83    -5.94    16.97    17.61    25.89    10.81     1.00     0.30    80.20     1.25
 8326.00    -6.00    16.94    17.59    25.87    10.81     1.00     0.30    80.22     1.25
 8326.17    -6.04    16.92    17.56    25.85    10.81     1.00     0.30    80.25     1.25
 8326.33    -6.07    16.90    17.54    25.83    10.82     1.00     0.30    80.28     1.25
 8326.50    -6.10    16.88    17.52    25.81    10.82     1.00     0.30    80.32     1.25
 8326.67    -6.12    16.86    17.50    25.79    10.82     1.00     0.30    80.36     1.25
 8326.83    -6.15    16.84    17.48    25.78    10.83     1.00     0.30    80.41     1.25
 8327.00    -6.18    16.82    17.47    25.77    10.82     1.00     0.30    80.46     1.25
 8327.17    -6.20    16.81    17.45    25.75    10.84     1.00     0.30    80.52     1.25
 8327.33    -6.22    16.79    17.44    25.75    10.83     1.00     0.30    80.59     1.25
 8327.50    -6.24    16.78    17.43    25.74    10.84     1.00     0.30    80.68     1.25
 8327.67    -6.26    16.77    17.41    25.73    10.85     1.00     0.30    80.77     1.25
 8327.83    -6.29    16.76    17.44    25.69    10.89     1.00     0.31    80.88     1.25
 8328.00    -6.31    16.74    17.44    25.66    10.91     1.00     0.31    81.00     1.25
 8328.17    -6.36    16.73    17.48    25.58    10.94     1.00     0.33    81.14     1.25
 8328.33    -6.43    16.72    17.48    25.55    10.95     1.00     0.33    81.30     1.25
 8328.50    -6.50    16.70    17.52    25.46    10.99     1.00     0.34    81.48     1.25
 8328.67    -6.57    16.68    17.52    25.42    11.00     1.00     0.35    81.68     1.25
 8328.83    -6.63    16.66    17.54    25.34    11.04     1.00     0.37    81.91     1.25
 8329.00    -6.69    16.63    17.55    25.29    11.06     1.00     0.37    82.17     1.25
 8329.17    -6.74    16.61    17.60    25.21    11.09     1.00     0.39    82.46     1.25
 8329.33    -6.77    16.60    17.64    25.16    11.12     1.00     0.41    82.78     1.25
 8329.50    -6.79    16.58    17.69    25.09    11.16     1.00     0.43    83.14     1.25
 8329.67    -6.82    16.57    17.76    25.05    11.19     1.00     0.46    83.54     1.25
 8329.83    -6.84    16.56    17.84    25.04    11.26     1.00     0.49    83.98     1.25
 8330.00    -6.87    16.56    17.93    25.01    11.32     1.00     0.52    84.47     1.25
 8330.17    -6.90    16.55    18.03    25.00    11.39     1.00     0.56    85.00     1.25
 8330.33    -6.92    16.54    18.13    25.00    11.46     1.00     0.61    85.57     1.25
 8330.50    -6.96    16.53    18.24    24.98    11.52     1.00     0.67    86.19     1.25
 8330.67    -6.99    16.52    18.35    24.98    11.58     1.00     0.74    86.85     1.25
 8330.83    -7.02    16.51    18.47    25.01    11.67     1.00     0.82    87.56     1.26
 8331.00    -7.03    16.51    18.59    25.05    11.76     1.00     0.91    88.31     1.26
 8331.17    -7.01    16.50    18.69    25.10    11.85     1.00     1.00    89.10     1.26
 8331.33    -6.97    16.51    18.71    25.16    11.94     1.00     1.00    89.92     1.26
 8331.50    -6.93    16.52    18.74    25.23    12.04     1.00     1.00    90.76     1.26
 8331.67    -6.89    16.53    18.77    25.31    12.14     1.00     1.00    91.63     1.25
 8331.83    -6.84    16.54    18.80    25.40    12.24     1.00     1.00    92.50     1.25
 8332.00    -6.80    16.56    18.84    25.49    12.35     1.00     1.00    93.38     1.25
 8332.17    -6.78    16.57    18.87    25.58    12.46     1.00     1.00    94.25     1.25
 8332.33    -6.79    16.59    18.91    25.66    12.56     1.00     1.00    95.10     1.25
 8332.50    -6.80    16.60    18.94    25.75    12.67     1.00     1.00    95.92     1.24
 8332.67    -6.80    16.61    18.97    25.83    12.77     1.00     1.00    96.69     1.24
 8332.83    -6.81    16.62    19.00    25.90    12.86     1.00     1.00    97.41     1.24
 8333.00    -6.82    16.63    19.02    25.97    12.95     1.00     1.00    98.05     1.24
 8333.17    -6.79    16.63    19.04    26.03    13.03     1.00     1.00    98.63     1.24
 8333.33    -6.73    16.64    19.06    26.09    13.10     1.00     1.00    99.11     1.24
 8333.50    -6.67    16.66    19.09    26.14    13.15     1.00     1.00    99.49     1.23
 8333.67    -6.60    16.68    19.12    26.19    13.20     1.00     1.00    99.77     1.23
 8333.83    -6.53    16.70    19.14    26.23    13.23     1.00     1.00    99.94     1.23
 8334.00    -6.47    16.72    19.17    26.26    13.25     1.00     1.00   100.00     1.23
 8334.17    -6.44    16.74    19.19    26.29    13.25     1.00     1.00    99.94     1.23
 8334.33    -6.44    16.75    19.20    26.30    13.24     1.00     1.00    99.77     1.23
 8334.50    -6.45    16.76    19.21    26.29    13.22     1.00     1.00    99.50     1.23
 8334.67    -6.46    16.77    19.21    26.28    13.19     1.00     1.00    99.11     1.24
 8334.83    -6.47    16.77    19.20    26.25    13.14     1.00     1.00    98.63     1.24
 8335.00    -6.48    16.77    19.19    26.20    13.08     1.00     1.00    98.06     1.24
 8335.17    -6.48    16.76    19.17    26.15    13.01     1.00     1.00    97.42     1.24
 8335.33    -6.48    16.76    19.15    26.09    12.93     1.00     1.00    96.70     1.24
 8335.50    -6.46    16.75    19.13    26.03    12.84     1.00     1.00    95.93     1.24
 8335.67    -6.42    16.75    19.11    25.96    12.75     1.00     1.00    95.11     1.25
 8335.83    -6.38    16.75    19.09    25.89    12.64     1.00     1.00    94.26     1.25
 8336.00    -6.33    16.76    19.08    25.82    12.54     1.00     1.00    93.39     1.25
 8336.17    -6.25    16.77    19.06    25.76    12.43     1.00     1.00    92.52     1.25
 8336.33    -6.11    16.78    19.06    25.70    12.32     1.00     1.00    91.64     1.25
 8336.50    -5.93    16.81    19.06    25.65    12.20     1.00     1.00    90.78     1.26
 8336.67    -5.69    16.85    19.09    25.61    12.09     1.00     1.00    89.93     1.26
 8336.83    -5.42    16.91    19.12    25.59    11.98     1.00     1.00    89.11     1.26
 8337.00    -5.11    16.98    19.17    25.59    11.87     1.00     1.00    88.32     1.26
 8337.17    -4.85    17.07    19.24    25.60    11.76     1.00     1.00    87.57     1.27
 8337.33    -4.60    17.16    19.31    25.63    11.67     1.00     1.00    86.86     1.27
 8337.50    -4.30    17.26    19.40    25.67    11.57     1.00     1.00    86.20     1.27
 8337.67    -4.00    17.37    19.49    25.72    11.49     1.00     1.00    85.58     1.27
 8337.83    -3.74    17.49    19.59    25.78    11.41     1.00     1.00    85.00     1.27
 8338.00    -3.54    17.60    19.69    25.85    11.33     1.00     1.00    84.48     1.28
 8338.17    -3.36    17.71    19.79    25.91    11.27     1.00     1.00    83.99     1.28
 8338.33    -2.92    17.82    19.89    25.98    11.21     1.00     1.00    83.55     1.28
 8338.50    -2.72    17.94    20.00    26.06    11.15     1.00     1.00    83.15     1.28
 8338.67    -2.52    18.05    20.10    26.14    11.10     1.00     1.00    82.79     1.28
 8338.83    -2.34    18.15    20.19    26.21    11.06     1.00     1.00    82.46     1.28
 8339.00    -2.17    18.24    20.29    26.29    11.02     1.00     1.00    82.17     1.28
 8339.17    -2.02    18.33    20.38    26.36    10.99     1.00     1.00    81.91     1.28
 8339.33    -1.86    18.42    20.46    26.43    10.96     1.00     1.00    81.68     1.29
 8339.50    -1.70    18.50    20.53    26.49    10.93     1.00     1.00    81.48     1.29
 8339.67    -1.55    18.57    20.61    26.56    10.91     1.00     1.00    81.30     1.29
 8339.83    -1.40    18.65    20.68    26.62    10.89     1.00     1.00    81.14     1.29
 8340.00    -1.26    18.72    20.75    26.68    10.87     1.00     1.00    81.00     1.29
 8340.17    -1.11    18.79    20.82    26.74    10.85     1.00     1.00    80.88     1.29
 8340.33    -0.95    18.86    20.88    26.80    10.84     1.00     1.00    80.77     1.29
 8340.50    -0.80    18.93    20.95    26.86    10.83     1.00     1.00    80.68     1.29
 8340.67    -0.65    19.00    21.02    26.92    10.81     1.00     1.00    80.59     1.29
 8340.83    -0.50    19.07    21.09    26.99    10.80     1.00     1.00    80.52     1.29
 8341.00    -0.35    19.14    21.15    27.05    10.79     1.00     1.00    80.46     1.29
 8341.17    -0.22    19.21    21.22    27.11    10.79     1.00     1.00    80.41     1.29
 8341.33    -0.12    19.27    21.28    27.17    10.78     1.00     1.00    80.36     1.29
 8341.50    -0.03    19.33    21.34    27.23    10.78     1.00     1.00    80.32     1.29
 8341.67     0.06    19.37    21.38    27.27    10.78     1.00     1.00    80.28     1.29
 8341.83     0.15    19.38    21.40    27.30    10.79     1.00     1.00    80.25     1.29
 8342.00     0.22    19.41    21.42    27.32    10.78     1.00     1.00    80.22     1.29
 8342.17     0.31    19.44    21.45    27.34    10.78     1.00     1.00    80.20     1.29
 8342.33     0.40    19.47    21.48    27.37    10.77     1.00     1.00    80.18     1.29
 8342.50     0.45    19.50    21.51    27.40    10.77     1.00     1.00    80.16     1.29
 8342.67     0.47    19.52    21.54    27.43    10.77     1.00     1.00    80.15     1.29
 8342.83     0.46    19.54    21.55    27.45    10.77     1.00     1.00    80.13     1.29
 8343.00     0.43    19.55    21.56    27.46    10.77     1.00     1.00    80.12     1.29
 8343.17     0.40    19.55    21.57    27.46    10.78     1.00     1.00    80.11     1.29
 8343.33     0.37    19.55    21.57    27.46    10.78     1.00     1.00    80.10     1.29
 8343.50     0.32    19.54    21.56    27.45    10.78     1.00     1.00    80.09     1.29
 8343.67     0.25    19.53    21.54    27.44    10.78     1.00     1.00    80.09     1.29
 8343.83     0.17    19.51    21.52    27.42    10.78     1.00     1.00    80.08     1.29
 8344.00     0.08    19.48    21.50    27.40    10.79     1.00     1.00    80.07     1.29
 8344.17    -0.01    19.47    21.49    27.38    10.78     1.00     1.00    80.07     1.29
 8344.33    -0.12    19.46    21.48    27.37    10.78     1.00     1.00    80.07     1.29
 8344.50    -0.27    19.43    21.45    27.35    10.78     1.00     1.00    80.06     1.29
 8344.67    -0.41    19.39    21.41    27.31    10.79     1.00     1.00    80.06     1.29
 8344.83    -0.54    19.34    21.36    27.27    10.80     1.00     1.00    80.06     1.29
 8345.00    -0.62    19.29    21.32    27.22    10.80     1.00     1.00    80.06     1.29
 8345.17    -0.67    19.25    21.27    27.17    10.80     1.00     1.00    80.05     1.29
 8345.33    -0.74    19.21    21.23    27.13    10.80     1.00     1.00    80.05     1.29
 8345.50    -0.80    19.17    21.19    27.09    10.79     1.00     1.00    80.05     1.29
 8345.67    -0.86    19.14    21.16    27.06    10.79     1.00     1.00    80.05     1.29
 8345.83    -0.92    19.11    21.13    27.02    10.79     1.00     1.00    80.05     1.29
 8346.00    -0.99    19.08    21.10    26.99    10.79     1.00     1.00    80.05     1.29
 8346.17    -1.06    19.05    21.06    26.96    10.79     1.00     1.00    80.05     1.29
 8346.33    -1.13    19.02    21.03    26.93    10.79     1.00     1.00    80.05     1.29
 8346.50    -1.20    18.98    21.00    26.90    10.79     1.00     1.00    80.05     1.29
 8346.67    -1.27    18.95    20.97    26.87    10.79     1.00     1.00    80.05     1.29
 8346.83    -1.34    18.92    20.94    26.84    10.79     1.00     1.00    80.05     1.29
 8347.00    -1.40    18.89    20.91    26.80    10.79     1.00     1.00    80.06     1.29
 8347.17    -1.44    18.86    20.88    26.77    10.79     1.00     1.00    80.06     1.29
 8347.33    -1.45    18.84    20.85    26.75    10.79     1.00     1.00    80.06     1.29
 8347.50    -1.46    18.82    20.83    26.73    10.79     1.00     1.00    80.06     1.29
 8347.67    -1.48    18.80    20.81    26.71    10.79     1.00     1.00    80.07     1.29
 8347.83    -1.49    18.78    20.80    26.69    10.79     1.00     1.00    80.07     1.29
 8348.00    -1.51    18.77    20.78    26.68    10.79     1.00     1.00    80.07     1.29
 8348.17    -1.54    18.75    20.77    26.66    10.79     1.00     1.00    80.08     1.29
 8348.33    -1.60    18.74    20.75    26.65    10.79     1.00     1.00    80.09     1.29
 8348.50    -1.66    18.72    20.73    26.63    10.79     1.00     1.00    80.09     1.29
 8348.67    -1.72    18.69    20.71    26.61    10.79     1.00     1.00    80.10     1.29
 8348.83    -1.77    18.67    20.69    26.58    10.80     1.00     1.00    80.11     1.29
 8349.00    -1.83    18.65    20.66    26.56    10.80     1.00     1.00    80.12     1.29
 8349.17    -1.90    18.62    20.64    26.54    10.80     1.00     1.00    80.13     1.29
 8349.33    -1.98    18.59    20.61    26.51    10.80     1.00     1.00    80.15     1.29
 8349.50    -2.06    18.57    20.58    26.49    10.80     1.00     1.00    80.16     1.29
 8349.67    -2.14    18.53    20.55    26.46    10.81     1.00     1.00    80.18     1.29
 8349.83    -2.21    18.50    20.52    26.43    10.81     1.00     1.00    80.20     1.29
 8350.00    -2.29    18.47    20.49    26.40    10.81     1.00     1.00    80.22     1.29
 8350.17    -2.35    18.44    20.46    26.37    10.82     1.00     1.00    80.25     1.29
 8350.33    -2.39    18.41    20.42    26.33    10.83     1.00     1.00    80.28     1.29
 8350.50    -2.43    18.39    20.41    26.31    10.82     1.00     1.00    80.32     1.29
 8350.67    -2.47    18.36    20.37    26.29    10.83     1.00     1.00    80.36     1.29
 8350.83    -2.51    18.34    20.35    26.26    10.84     1.00     1.00    80.41     1.29
 8351.00    -2.55    18.31    20.32    26.24    10.84     1.00     1.00    80.46     1.29
 8351.17    -2.62    18.29    20.30    26.22    10.85     1.00     1.00    80.52     1.29
 8351.33    -2.92    18.25    20.27    26.20    10.86     1.00     1.00    80.59     1.29
 8351.50    -3.02    18.21    20.22    26.16    10.88     1.00     1.00    80.68     1.29
 8351.67    -3.12    18.16    20.18    26.12    10.89     1.00     1.00    80.77     1.29
 8351.83    -3.22    18.12    20.14    26.08    10.90     1.00     1.00    80.88     1.29
 8352.00    -3.32    18.07    20.10    26.05    10.91     1.00     1.00    81.00     1.29
 8352.17    -3.38    18.03    20.06    26.02    10.93     1.00     1.00    81.14     1.29
 8352.33    -3.40    18.00    20.03    26.00    10.94     1.00     1.00    81.30     1.29
 8352.50    -3.42    17.98    20.01    25.98    10.96     1.00     1.00    81.48     1.29
 8352.67    -3.45    17.95    19.99    25.97    10.98     1.00     1.00    81.68     1.29
 8352.83    -3.48    17.93    19.97    25.97    11.01     1.00     1.00    81.91     1.29
 8353.00    -3.51    17.91    19.95    25.97    11.03     1.00     1.00    82.17     1.28
 8353.17    -3.56    17.89    19.94    25.97    11.07     1.00     1.00    82.46     1.28
 8353.33    -3.62    17.87    19.93    25.97    11.10     1.00     1.00    82.78     1.28
 8353.50    -3.68    17.85    19.91    25.98    11.15     1.00     1.00    83.14     1.28
 8353.67    -3.75    17.82    19.90    25.98    11.19     1.00     1.00    83.54     1.28
 8353.83    -3.82    17.80    19.88    25.99    11.24     1.00     1.00    83.98     1.28
 8354.00    -3.88    17.77    19.86    26.01    11.30     1.00     1.00    84.47     1.28
 8354.17    -3.96    17.74    19.85    26.02    11.36     1.00     1.00    85.00     1.27
 8354.33    -4.06    17.72    19.83    26.04    11.43     1.00     1.00    85.57     1.27
 8354.50    -4.15    17.68    19.81    26.06    11.50     1.00     1.00    86.19     1.27
 8354.67    -4.24    17.65    19.80    26.08    11.58     1.00     1.00    86.85     1.27
 8354.83    -4.32    17.62    19.78    26.10    11.66     1.00     1.00    87.56     1.27
 8355.00    -4.40    17.59    19.77    26.13    11.75     1.00     1.00    88.31     1.26
 8355.17    -4.50    17.56    19.76    26.17    11.85     1.00     1.00    89.10     1.26
 8355.33    -4.61    17.53    19.74    26.20    11.94     1.00     1.00    89.92     1.26
 8355.50    -4.72    17.50    19.73    26.24    12.05     1.00     1.00    90.76     1.26
 8355.67    -4.82    17.47    19.72    26.28    12.15     1.00     1.00    91.63     1.25
 8355.83    -4.92    17.44    19.71    26.32    12.26     1.00     1.00    92.50     1.25
 8356.00    -5.01    17.41    19.70    26.36    12.37     1.00     1.00    93.38     1.25
 8356.17    -5.10    17.38    19.69    26.41    12.47     1.00     1.00    94.25     1.25
 8356.33    -5.18    17.35    19.68    26.46    12.58     1.00     1.00    95.10     1.25
 8356.50    -5.25    17.33    19.68    26.50    12.68     1.00     1.00    95.92     1.24
 8356.67    -5.33    17.31    19.67    26.54    12.78     1.00     1.00    96.69     1.24
 8356.83    -5.41    17.28    19.67    26.59    12.88     1.00     1.00    97.41     1.24
 8357.00    -5.49    17.26    19.66    26.62    12.96     1.00     1.00    98.05     1.24
 8357.17    -5.57    17.24    19.65    26.65    13.04     1.00     1.00    98.63     1.24
 8357.33    -5.64    17.21    19.64    26.68    13.11     1.00     1.00    99.11     1.24
 8357.50    -5.72    17.19    19.63    26.69    13.17     1.00     1.00    99.49     1.23
 8357.67    -5.80    17.17    19.61    26.70    13.21     1.00     1.00    99.77     1.23
 8357.83    -5.88    17.14    19.60    26.70    13.25     1.00     1.00    99.94     1.23
 8358.00    -5.95    17.12    19.57    26.69    13.27     1.00     1.00   100.00     1.23
 8358.17    -6.02    17.09    19.55    26.67    13.27     1.00     1.00    99.94     1.23
 8358.33    -6.06    17.07    19.53    26.64    13.26     1.00     1.00    99.77     1.23
 8358.50    -6.10    17.05    19.50    26.60    13.24     1.00     1.00    99.50     1.23
 8358.67    -6.13    17.03    19.47    26.55    13.20     1.00     1.00    99.11     1.24
 8358.83    -6.16    17.01    19.44    26.50    13.15     1.00     1.00    98.63     1.24
 8359.00    -6.20    16.99    19.41    26.44    13.09     1.00     1.00    98.06     1.24
 8359.17    -6.23    16.97    19.38    26.37    13.02     1.00     1.00    97.42     1.24
 8359.33    -6.27    16.95    19.35    26.30    12.94     1.00     1.00    96.70     1.24
 8359.50    -6.32    16.93    19.31    26.22    12.85     1.00     1.00    95.93     1.24
 8359.67    -6.34    16.91    19.27    26.13    12.75     1.00     1.00    95.11     1.25
 8359.83    -6.32    16.89    19.23    26.04    12.65     1.00     1.00    94.26     1.25
 8360.00    -6.24    16.88    19.20    25.96    12.54     1.00     1.00    93.39     1.25
 8360.17    -6.08    16.89    19.19    25.88    12.43     1.00     1.00    92.52     1.25
 8360.33    -5.89    16.91    19.19    25.83    12.31     1.00     1.00    91.64     1.25
 8360.50    -5.66    16.95    19.21    25.79    12.20     1.00     1.00    90.78     1.26
 8360.67    -5.41    17.01    19.24    25.76    12.08     1.00     1.00    89.93     1.26
 8360.83    -5.16    17.08    19.29    25.76    11.97     1.00     1.00    89.11     1.26
 8361.00    -4.93    17.16    19.35    25.76    11.86     1.00     1.00    88.32     1.26
 8361.17    -4.74    17.24    19.41    25.77    11.76     1.00     1.00    87.57     1.27
 8361.33    -4.60    17.31    19.47    25.79    11.67     1.00     1.00    86.86     1.27
 8361.50    -4.47    17.38    19.53    25.80    11.58     1.00     1.00    86.20     1.27
 8361.67    -4.33    17.45    19.58    25.82    11.50     1.00     1.00    85.58     1.27
 8361.83    -4.20    17.52    19.63    25.83    11.43     1.00     1.00    85.00     1.27
 8362.00    -4.06    17.58    19.68    25.85    11.36     1.00     1.00    84.48     1.28
 8362.17    -3.59    17.67    19.75    25.88    11.29     1.00     1.00    83.99     1.28
 8362.33    -3.36    17.76    19.84    25.94    11.22     1.00     1.00    83.55     1.28
 8362.50    -3.12    17.86    19.93    26.00    11.16     1.00     1.00    83.15     1.28
 8362.67    -2.88    17.96    20.02    26.06    11.11     1.00     1.00    82.79     1.28
 8362.83    -2.64    18.06    20.11    26.13    11.07     1.00     1.00    82.46     1.28
 8363.00    -2.41    18.17    20.22    26.22    11.02     1.00     1.00    82.17     1.28
 8363.17    -2.18    18.27    20.31    26.30    10.98     1.00     1.00    81.91     1.28
 8363.33    -1.97    18.37    20.41    26.38    10.95     1.00     1.00    81.68     1.29
 8363.50    -1.77    18.47    20.50    26.46    10.92     1.00     1.00    81.48     1.29
 8363.67    -1.57    18.57    20.60    26.54    10.90     1.00     1.00    81.30     1.29
 8363.83    -1.37    18.66    20.69    26.62    10.88     1.00     1.00    81.14     1.29
 8364.00    -1.18    18.76    20.78    26.70    10.86     1.00     1.00    81.00     1.29
 8364.17    -0.99    18.85    20.87    26.79    10.84     1.00     1.00    80.88     1.29
 8364.33    -0.81    18.94    20.96    26.87    10.83     1.00     1.00    80.77     1.29
 8364.50    -0.66    19.02    21.04    26.95    10.82     1.00     1.00    80.68     1.29
 8364.67    -0.53    19.10    21.12    27.02    10.81     1.00     1.00    80.59     1.29
